
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Electrons/Jun11/SingleEle-Run2012B-13Jul2012_nominal.root 1
total events =  3426 , cuts: trigSigEle_path==1 && lepEt > 30 && eMVA > 0.90 && lepIso <0.1 && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  1149927 *    194778 *       190 * 248141296 *
*  1155807 *    195113 *       269 * 339205375 *
*  1160649 *    196531 *       233 * 316529856 *
*  1162652 *    194789 *        65 *  91293038 *
*  1163544 *    195649 *       220 * 318969230 *
*  1163636 *    194825 *       205 * 260166646 *
*  1163846 *    194825 *       206 * 260742388 *
*  1166869 *    195774 *       645 * 997257750 *
*  1168557 *    194912 *       238 * 393090981 *
*  1170590 *    195013 *       319 * 473317910 *
*  1173061 *    195655 *       230 * 268339577 *
*  1173226 *    195397 *       992 * 1.208e+09 *
*  1174375 *    195397 *      1050 * 1.259e+09 *
*  1175215 *    195115 *        14 *  12152335 *
*  1176509 *    195397 *       987 * 1.204e+09 *
*  1180817 *    195013 *       232 * 328971707 *
*  1181209 *    195013 *       241 * 344356713 *
*  1181463 *    196334 *       111 * 126877625 *
*  1182676 *    195947 *        87 * 195839261 *
*  1183451 *    194915 *        24 *  22652589 *
*  1183674 *    194915 *        26 *  24453001 *
*  1183757 *    194915 *        32 *  30547933 *
*  1183760 *    194915 *        32 *  30844515 *
*  1190668 *    195950 *      1109 * 1.017e+09 *
*  1193139 *    196438 *       882 * 755324422 *
*  1194829 *    195016 *        66 *  78638691 *
*  1196019 *    195656 *        80 *  73955553 *
*  1198297 *    195776 *        51 *  44337411 *
*  1199813 *    195915 *       173 * 304582905 *
*  1202393 *    194789 *       173 * 235793164 *
*  1203351 *    195016 *        54 *  64907447 *
*  1203625 *    194825 *       187 * 226468379 *
*  1204311 *    194912 *      1599 * 2.012e+09 *
*  1205213 *    195757 *        23 *  40702087 *
*  1206412 *    195774 *       605 * 948026409 *
*  1207051 *    196364 *        48 *  51786751 *
*  1207882 *    196438 *       165 * 141470773 *
*  1211829 *    194789 *       233 * 311928451 *
*  1212034 *    194789 *       234 * 313310290 *
*  1214732 *    195774 *        18 *  35118954 *
*  1218081 *    196197 *       560 * 824341467 *
*  1220114 *    194825 *       137 * 135293620 *
*  1220657 *    195397 *       729 * 956451300 *
*  1220754 *    195016 *        38 *  45167726 *
*  1222121 *    195776 *       100 *  86085370 *
*  1223467 *    195915 *       719 * 1.022e+09 *
*  1225153 *    194789 *       303 * 395959259 *
*  1228277 *    195655 *       253 * 292813961 *
*  1234077 *    195530 *       208 * 317414561 *
*  1234954 *    196250 *       280 * 468143754 *
*  1238538 *    195165 *       256 * 331922678 *
*  1239291 *    195378 *       679 * 829058045 *
*  1242447 *    194825 *        87 *  44092082 *
*  1242588 *    194825 *        88 *  46044688 *
*  1247163 *    195915 *       627 * 918675329 *
*  1248172 *    194825 *       101 *  72704430 *
*  1248437 *    194825 *       102 *  75249312 *
*  1249132 *    195552 *      1335 * 1.512e+09 *
*  1255035 *    195656 *        15 *  13509355 *
*  1262784 *    195530 *       142 * 223082361 *
*  1262916 *    195530 *       144 * 226156472 *
*  1263210 *    195530 *       224 * 340397094 *
*  1266612 *    195656 *       211 * 190630385 *
*  1267623 *    195656 *       256 * 229234565 *
*  1267988 *    194825 *       192 * 236673725 *
*  1270266 *    195757 *       154 * 253565501 *
*  1271487 *    195774 *       590 * 929620886 *
*  1275275 *    194825 *       196 * 242548561 *
*  1278014 *    195397 *       128 * 210039402 *
*  1281669 *    196239 *       443 * 427974129 *
*  1282412 *    196239 *       462 * 444780857 *
*  1282844 *    196239 *       968 * 869550437 *
*  1283040 *    194915 *        64 *  60371643 *
*  1286111 *    195552 *       332 * 518803219 *
*  1287744 *    195552 *       300 * 474119270 *
*  1288259 *    196364 *       154 * 163471735 *
*  1290161 *    194896 *        49 *  81409821 *
*  1292046 *    195303 *       349 * 440832254 *
*  1292143 *    195303 *       349 * 440643974 *
*  1295330 *    196531 *       117 * 116062281 *
*  1296737 *    194896 *        76 * 134525118 *
*  1297287 *    194896 *        95 * 172795292 *
*  1299049 *    195915 *        68 * 124676591 *
*  1299293 *    195915 *        71 * 130999326 *
*  1300787 *    195378 *       411 * 521156079 *
*  1300844 *    195378 *       332 * 420425050 *
*  1302015 *    195649 *       176 * 259154585 *
*  1303612 *    195649 *       223 * 323279255 *
*  1305623 *    196218 *        65 *  34304142 *
*  1307856 *    195099 *       128 * 162145203 *
*  1309091 *    195530 *        69 * 110349875 *
*  1311721 *    195774 *       308 * 542602119 *
*  1313967 *    194912 *       549 * 896976450 *
*  1321051 *    195530 *       135 * 212722866 *
*  1321534 *    194912 *       142 * 206677045 *
*  1323863 *    195774 *       394 * 670398581 *
*  1324756 *    196437 *        72 *  69493868 *
*  1325218 *    196437 *        82 *  78821768 *
*  1325370 *    196437 *       108 * 103009175 *
*  1326155 *    194897 *        34 *  62803369 *
*  1329699 *    195774 *       583 * 921816071 *
*  1334020 *    194897 *        77 * 139772531 *
*  1335005 *    194912 *       194 * 309615524 *
*  1335573 *    194912 *       534 * 875314681 *
*  1335624 *    194912 *       534 * 875446547 *
*  1336880 *    195378 *      1067 * 1.188e+09 *
*  1336945 *    195378 *      1067 * 1.188e+09 *
*  1337255 *    195378 *      1083 * 1.202e+09 *
*  1343322 *    195016 *        45 *  53934680 *
*  1346834 *    196452 *      1076 * 1.375e+09 *
*  1352863 *    194912 *       157 * 237406579 *
*  1353770 *    195251 *        14 *  26552160 *
*  1354824 *    196452 *       748 * 1.019e+09 *
*  1355718 *    196452 *       736 * 1.005e+09 *
*  1356004 *    196452 *       737 * 1.007e+09 *
*  1357035 *    194912 *       166 * 254870884 *
*  1358728 *    194912 *       169 * 261269956 *
*  1358981 *    194912 *       412 * 691767407 *
*  1360346 *    196349 *       200 * 289910370 *
*  1364007 *    195774 *        80 * 156943934 *
*  1364706 *    195397 *       100 * 164923585 *
*  1368303 *    194912 *       215 * 350727661 *
*  1369981 *    195390 *        17 *  13877751 *
*  1370548 *    195390 *       396 * 305508477 *
*  1370561 *    195390 *       396 * 305691326 *
*  1374619 *    194912 *       210 * 341916082 *
*  1375394 *    194912 *       213 * 347519027 *
*  1375605 *    194912 *       216 * 352965910 *
*  1376599 *    194912 *       528 * 866490632 *
*  1379094 *    195304 *        29 *  41090318 *
*  1379768 *    195304 *        59 *  85059497 *
*  1382896 *    196197 *       463 * 695956257 *
*  1383072 *    196197 *       465 * 697999446 *
*  1385346 *    196334 *       173 * 245174091 *
*  1385571 *    196334 *       174 * 246231887 *
*  1388285 *    194912 *       232 * 382379088 *
*  1393620 *    195304 *       907 * 1.024e+09 *
*  1394491 *    194912 *       301 * 506909833 *
*  1395593 *    194912 *       321 * 542134421 *
*  1396790 *    194912 *       673 * 1.070e+09 *
*  1399237 *    195378 *       932 * 1.072e+09 *
*  1399518 *    195552 *       675 * 927632694 *
*  1405670 *    196250 *       203 * 350890102 *
*  1406361 *    195552 *       443 * 660998625 *
*  1406986 *    194912 *       415 * 697177426 *
*  1410040 *    195530 *       387 * 550648082 *
*  1411363 *    195649 *       214 * 310739800 *
*  1411967 *    195776 *       288 * 237733517 *
*  1415607 *    195397 *       124 * 203559232 *
*  1416775 *    196239 *       152 * 157196302 *
*  1416934 *    196239 *       154 * 159523028 *
*  1417010 *    196239 *       154 * 159039058 *
*  1419543 *    196364 *       573 * 547574498 *
*  1420235 *    196364 *       631 * 594402490 *
*  1422326 *    194912 *       823 * 1.259e+09 *
*  1425607 *    195163 *       137 * 156711754 *
*  1427327 *    195915 *        52 *  96634589 *
*  1433254 *    195397 *       316 * 478138306 *
*  1434049 *    195552 *       162 * 271177385 *
*  1436897 *    196438 *       679 * 569802900 *
*  1437751 *    196438 *       677 * 568310565 *
*  1440070 *    195397 *       755 * 982547505 *
*  1445588 *    196250 *       296 * 491153883 *
*  1446248 *    194912 *      1036 * 1.499e+09 *
*  1448995 *    195164 *        43 *  64513522 *
*  1449722 *    195397 *       330 * 496268529 *
*  1451134 *    195397 *       745 * 973294147 *
*  1453594 *    194912 *       694 * 1.096e+09 *
*  1453832 *    194912 *       709 * 1.117e+09 *
*  1455172 *    194912 *       699 * 1.103e+09 *
*  1457002 *    195398 *       276 * 230622447 *
*  1457452 *    195398 *       756 * 643821413 *
*  1458943 *    196334 *       263 * 402518878 *
*  1459746 *    196334 *       282 * 434142619 *
*  1461098 *    194912 *       723 * 1.134e+09 *
*  1461746 *    194912 *       729 * 1.142e+09 *
*  1463532 *    195397 *       387 * 569364261 *
*  1466916 *    195398 *       205 * 161255324 *
*  1467147 *    195398 *       207 * 163387909 *
*  1467181 *    195398 *       207 * 162586538 *
*  1467438 *    195378 *       656 * 804576279 *
*  1467542 *    195378 *       664 * 812760613 *
*  1476295 *    196452 *       509 * 723596657 *
*  1482036 *    195397 *       888 * 1.113e+09 *
*  1482051 *    195397 *       888 * 1.112e+09 *
*  1484457 *    196453 *       573 * 506543968 *
*  1486644 *    195397 *       207 * 329277118 *
*  1487498 *    195378 *       959 * 1.096e+09 *
*  1488304 *    195378 *      1009 * 1.139e+09 *
*  1489104 *    196349 *       226 * 336641429 *
*  1491797 *    194912 *      1184 * 1.647e+09 *
*  1492327 *    194912 *      1297 * 1.753e+09 *
*  1492436 *    194912 *      1297 * 1.753e+09 *
*  1496562 *    196250 *        42 *  78353918 *
*  1498219 *    196453 *       752 * 644259122 *
*  1498477 *    196453 *       815 * 694172071 *
*  1498634 *    196453 *       816 * 694554535 *
*  1503004 *    196239 *       129 * 134165565 *
*  1503547 *    196239 *       164 * 169825700 *
*  1503601 *    196239 *       204 * 208925769 *
*  1505017 *    196239 *       159 * 164826847 *
*  1505588 *    196250 *       276 * 460971366 *
*  1506329 *    194912 *       884 * 1.330e+09 *
*  1509650 *    196364 *       242 * 251348411 *
*  1511997 *    196364 *      1027 * 946797344 *
*  1513269 *    196364 *      1069 * 986238419 *
*  1516324 *    195397 *       190 * 304600323 *
*  1518267 *    195303 *       151 * 102468147 *
*  1525059 *    196199 *       111 * 135506030 *
*  1525231 *    196199 *       130 * 157740169 *
*  1526467 *    194912 *      1436 * 1.877e+09 *
*  1526716 *    194912 *      1475 * 1.910e+09 *
*  1528816 *    195113 *        92 * 122751112 *
*  1530859 *    195655 *       132 * 158239652 *
*  1536922 *    195099 *        97 *  99453261 *
*  1542425 *    195398 *      1620 * 1.324e+09 *
*  1544204 *    196197 *       420 * 635228969 *
*  1549927 *    196218 *       277 * 414955941 *
*  1550897 *    196218 *       499 * 741354303 *
*  1551476 *    196218 *       784 * 1.088e+09 *
*  1552132 *    196362 *        21 *  25182804 *
*  1552964 *    196453 *       691 * 598490572 *
*  1553363 *    196453 *       717 * 617694692 *
*  1553501 *    196453 *       720 * 620500728 *
*  1556441 *    195397 *       534 * 745138852 *
*  1556627 *    195397 *        88 * 145952489 *
*  1558896 *    195774 *       463 * 766245112 *
*  1559023 *    195530 *       269 * 401429439 *
*  1561327 *    196452 *       770 * 1.046e+09 *
*  1561329 *    196452 *       770 * 1.046e+09 *
*  1562215 *    194912 *      1273 * 1.731e+09 *
*  1562684 *    194912 *      1295 * 1.751e+09 *
*  1566776 *    196199 *       254 * 298430314 *
*  1568905 *    195397 *       811 * 1.038e+09 *
*  1570724 *    195398 *       514 * 445850224 *
*  1574739 *    194912 *      1545 * 1.968e+09 *
*  1575007 *    194912 *      1554 * 1.975e+09 *
*  1575277 *    194912 *      1583 * 1.999e+09 *
*  1577268 *    196239 *       122 * 126904971 *
*  1577635 *    196239 *      1005 * 905302863 *
*  1581107 *    196438 *       855 * 731751360 *
*  1581822 *    196200 *        43 *  39214504 *
*  1583540 *    195774 *       118 * 227523849 *
*  1585509 *    196364 *       508 * 492910609 *
*  1586210 *    196453 *      1173 * 1.036e+09 *
*  1588093 *    196453 *       369 * 338412905 *
*  1590938 *    195397 *       642 * 864902076 *
*  1592109 *    195397 *       960 * 1.179e+09 *
*  1592693 *    195115 *        17 *  14983254 *
*  1594189 *    196218 *       362 * 546270009 *
*  1597965 *    195013 *       255 * 369139145 *
*  1597967 *    195013 *       255 * 368774833 *
*  1600494 *    195013 *       113 * 115083605 *
*  1600583 *    195013 *       114 * 117097359 *
*  1605510 *    195013 *       103 *  95669359 *
*  1606333 *    195013 *       117 * 123610018 *
*  1609363 *    196199 *       321 * 371097828 *
*  1610751 *    195378 *       131 * 127179610 *
*  1611324 *    195378 *       153 * 163911999 *
*  1613445 *    195163 *       147 * 175550993 *
*  1614796 *    195915 *       486 * 749935072 *
*  1615745 *    195915 *       540 * 816890369 *
*  1617058 *    195948 *       154 * 278451664 *
*  1620177 *    195013 *       149 * 179305648 *
*  1628849 *    196250 *       406 * 643768201 *
*  1629160 *    196364 *       147 * 156888587 *
*  1630227 *    196438 *       232 * 195749020 *
*  1635394 *    196250 *        28 *  52678230 *
*  1638007 *    195950 *       972 * 890723894 *
*  1638416 *    195757 *        29 *  49495360 *
*  1643978 *    195251 *       225 * 385974342 *
*  1646255 *    195016 *       336 * 377638629 *
*  1646839 *    195016 *       340 * 380885486 *
*  1650123 *    196197 *       557 * 821081252 *
*  1653114 *    196334 *       224 * 335534544 *
*  1659105 *    196438 *       371 * 304591296 *
*  1660849 *    196438 *      1084 * 928631572 *
*  1662427 *    195013 *       410 * 611518766 *
*  1665919 *    196452 *       546 * 767671307 *
*  1667051 *    196452 *       931 * 1.226e+09 *
*  1668174 *    196452 *       642 * 890682004 *
*  1668642 *    196452 *       980 * 1.277e+09 *
*  1686870 *    195540 *       157 * 186199891 *
*  1688771 *    196250 *       309 * 509843023 *
*  1689197 *    195014 *        89 * 111143021 *
*  1691736 *    195948 *       297 * 489874140 *
*  1692361 *    195948 *       303 * 498890053 *
*  1693961 *    196048 *        19 *  30682825 *
*  1694285 *    196364 *       531 * 512389445 *
*  1694371 *    196364 *       531 * 512139620 *
*  1696681 *    196364 *       583 * 555276199 *
*  1698218 *    195163 *       247 * 349853900 *
*  1698741 *    195163 *       259 * 370986363 *
*  1700706 *    195774 *       808 * 1.181e+09 *
*  1700858 *    195774 *       491 * 802581602 *
*  1702255 *    195774 *       793 * 1.165e+09 *
*  1706220 *    195016 *        49 *  58536703 *
*  1706251 *    195016 *        49 *  58345214 *
*  1706997 *    195649 *       179 * 262978139 *
*  1707569 *    195649 *       193 * 282990599 *
*  1708076 *    195649 *        87 * 132826656 *
*  1712038 *    195656 *       153 * 139889360 *
*  1712272 *    195656 *       161 * 146974592 *
*  1712309 *    195656 *       161 * 147323986 *
*  1713081 *    196239 *       843 * 746773922 *
*  1713587 *    196239 *       882 * 785781105 *
*  1715260 *    195398 *       126 *  98299857 *
*  1716090 *    195398 *       547 * 474184007 *
*  1716755 *    195398 *       556 * 481419711 *
*  1722691 *    195915 *       751 * 1.055e+09 *
*  1723874 *    195915 *       708 * 1.010e+09 *
*  1729922 *    195398 *       911 * 761558125 *
*  1730209 *    195398 *       925 * 771665196 *
*  1730219 *    195398 *       925 * 771840039 *
*  1732086 *    195649 *        78 * 119437136 *
*  1738089 *    196495 *       118 *  27318365 *
*  1738156 *    196495 *       118 *  26106553 *
*  1739463 *    196437 *       129 * 122243462 *
*  1739828 *    196437 *       144 * 136480085 *
*  1741423 *    195016 *       492 * 527167579 *
*  1741769 *    195016 *       517 * 548942013 *
*  1746542 *    195113 *       340 * 420419580 *
*  1748587 *    195099 *        87 *  80439667 *
*  1750067 *    195163 *       110 * 104469278 *
*  1750198 *    195163 *       110 * 104370783 *
*  1755956 *    195099 *       142 * 189772658 *
*  1757150 *    195099 *       185 * 271365476 *
*  1757571 *    195099 *       152 * 209411027 *
*  1760388 *    196334 *       139 * 180713604 *
*  1762864 *    195099 *       160 * 225660763 *
*  1765294 *    195937 *       236 * 191503406 *
*  1765354 *    195937 *       241 * 195669551 *
*  1765500 *    195937 *       242 * 196541927 *
*  1765755 *    195937 *       271 * 219073958 *
*  1769225 *    195099 *       166 * 236300980 *
*  1769305 *    195099 *       166 * 235969000 *
*  1772148 *    195915 *       175 * 307400443 *
*  1772530 *    195774 *       317 * 557779954 *
*  1774808 *    196047 *        38 *  68857666 *
*  1776167 *    195099 *       181 * 263555590 *
*  1778121 *    195540 *       159 * 189847262 *
*  1779325 *    195397 *       424 * 615365356 *
*  1780977 *    195551 *       105 *  50280944 *
*  1782101 *    195950 *       711 * 665595109 *
*  1782452 *    196048 *        31 *  50857629 *
*  1786222 *    195775 *        82 *  77012870 *
*  1798978 *    195163 *       339 * 497290999 *
*  1800034 *    195147 *       288 * 297538937 *
*  1800705 *    196250 *       273 * 456995827 *
