Run Event #
200991 554301043 418
200991 570770175 432
200991 573405437 435
200991 573596558 435
200991 581300596 442
200991 581195017 442
200991 583075161 443
200991 582938962 443
200991 841206279 671
200991 859644580 687
200991 867250949 694
200991 871760911 698
200991 875116631 701
200369 130272552 112
200369 145266700 125
200369 155028864 133
200369 158588471 136
200369 179623485 155
200369 196151927 170
201097 294925533 233
201097 306538945 240
201097 306264391 240
201097 313226506 244
201097 313494374 245
201097 200895016 175
201097 199948404 175
201097 412634751 310
201097 550735306 409
201097 583114918 434
201097 585644352 436
201097 588678063 438
201097 592380601 441
201097 602117063 448
201097 609503921 453
201097 518969122 386
201097 523200909 389
201097 530334406 394
201097 538485134 400
201097 538473760 400
201097 538646602 400
201097 557685557 414
201097 558474869 415
201159 223344466 177
201159 228201486 180
201159 236261542 184
201159 237515572 185
201159 243085910 188
201164 811890 1
201164 8546755 6
201164 10178913 7
201164 17682615 11
201164 24867892 15
201164 24820706 15
201164 480715681 332
201164 481290894 332
201164 501315297 348
201164 522963243 366
201168 276371346 249
201168 291914628 262
201168 296007160 266
201168 601763659 546
201168 601964442 546
201168 610665862 554
201168 612119149 556
201168 620142934 564
201168 631397902 575
200381 97405326 55
200381 97237789 55
200381 112593446 64
200381 114462927 65
200381 114966771 65
200381 81792865 46
200381 81991464 46
200381 84257639 47
200381 91336276 51
201196 343066320 422
201196 358760689 443
201196 368730222 456
201196 370532325 459
201196 379935718 471
201196 390426481 485
201196 393113811 489
201196 408554841 510
201196 493802195 630
201196 499040383 638
201196 620895776 820
201196 628329082 831
201196 628707821 832
201229 66782070 37
201229 72148557 40
201229 75696403 42
201229 80140675 44
201229 89517116 50
201229 95581480 53
201229 100129902 55
201229 104126722 58
201229 126751012 69
201229 132079205 72
200473 708788602 654
200473 729970010 674
200473 736374582 680
200473 743640646 687
200473 89400142 138
200473 307485962 302
200473 375426567 359
200473 778283532 720
200473 779607170 721
200473 1060737955 1021
200473 1069392046 1031
200473 1089762216 1055
200473 1101315355 1069
200473 1237608747 1240
200473 306161893 301
200473 324196953 315
200473 350024854 337
200473 795290195 737
200473 1099854686 1067
200473 1102691249 1071
200473 1151809687 1131
200473 1163535269 1145
200473 1198152611 1189
200473 1206092688 1199
200491 481694092 366
200491 483949375 368
200491 491194930 373
200491 495493704 376
200491 502797571 381
200491 502817373 381
200491 535991142 406
200491 538046492 407
200519 239083424 161
200519 241046359 162
200519 246141150 166
200519 250138448 169
200519 250197138 169
200519 258175614 175
200519 275147259 187
200519 273985698 187
200519 275219906 187
200519 274469233 187
200519 275845135 188
200519 277309777 189
200519 263952934 179
200519 267939580 182
200519 296017371 203
200519 317411506 220
200519 630491296 491
200519 770055376 613
200519 782398930 623
201625 896221411 676
201625 922038660 701
201625 943244492 722
201278 153863119 136
201278 156571962 137
201278 163914649 141
201278 166760226 143
201278 166695745 143
201278 168468261 144
201278 177309972 149
201278 176455689 149
201278 177351907 149
201278 189088395 156
201278 193436867 158
201278 193111678 158
201278 199053930 162
201278 198721383 162
201278 592204312 426
201278 591653038 426
201278 600480979 432
201278 600804339 433
201278 609306567 439
201278 617941563 446
201278 629841435 455
201278 629348934 455
201278 630326503 455
201278 2162439345 2141
201278 2170440859 2154
201278 863351555 652
201278 863104936 652
201278 864596909 653
201278 879967422 667
201278 893490348 680
201278 904270278 690
201278 911617735 697
201278 1509195205 1268
201278 1511917141 1271
201278 1533836744 1296
201278 1539187672 1302
201173 172341481 198
201173 173234084 199
201173 188079064 217
201173 193966066 224
201173 196682808 228
201173 221062513 258
201173 221598698 258
201602 275897027 220
201602 291910495 230
201602 316801039 244
201602 323485582 248
201602 334945362 255
201602 415682074 307
201602 549095410 397
201611 17686076 88
201611 20858461 89
201611 32291680 96
201611 35832010 97
201611 53094384 106
201611 61792960 111
201611 22298822 90
201611 23506918 91
201611 25727947 92
201611 153128193 159
201611 155355423 161
201613 208114786 122
201613 429756525 269
201613 440501027 277
201613 440366021 277
201613 443103904 279
201613 502850175 322
201613 244450036 145
201613 304109863 184
201613 330147426 201
201613 330236245 201
201613 330653765 201
201613 338116634 206
201613 395251782 245
201613 730864514 501
201613 744795909 512
201613 744497176 512
201613 755610632 521
201613 775917924 539
201613 778575449 541
201613 778196339 541
201613 798139245 558
201613 815757831 573
201625 384219621 247
201625 412516700 268
201625 412436541 268
201625 417221167 271
201625 509835148 341
201625 524171505 352
201625 525577286 353
201625 559632980 380
201625 561429352 381
201625 567716830 386
201625 583860152 399
201625 588633623 403
201625 596042566 409
201625 605283716 416
201625 610531833 421
201625 611454346 421
201278 45965316 72
201278 44645221 72
201278 50021548 75
201278 57838472 79
201278 57963452 79
201278 57763396 79
201278 72997084 88
201278 221757034 175
201278 221556551 175
201278 222091030 175
201278 225371249 177
201278 232053784 181
201278 231119574 181
201278 232241412 181
201278 239089171 185
201278 239300279 186
201278 243925451 188
201278 242853885 188
201278 253969458 194
201278 259220958 198
201278 264344052 201
201278 265166029 201
201278 659687815 479
201278 681374632 496
201278 700901839 512
201278 705547485 516
201278 1024923225 804
201278 1024880299 804
201278 1030155388 808
201278 1035285106 812
201278 1046157212 822
201278 1048788793 824
201278 1057428081 831
201278 1070425360 842
201278 1404470096 1157
201278 1406634277 1159
201278 1411466646 1164
201278 1415408192 1168
201278 1421515072 1175
201278 1424490077 1178
201278 1448356360 1203
201278 1449265745 1204
201278 2102720814 2045
201278 2109252920 2056
201278 2129694774 2088
201278 2130573549 2089
201278 2132132201 2092
201278 2154231676 2128
201278 2166213275 2147
201278 2165856869 2147
201173 441867260 550
201173 445042016 555
201173 445731385 556
201173 451908881 564
201173 453211932 566
201173 455446113 569
201173 459147542 575
201611 38000486 98
201611 42160978 101
201611 43479699 101
201611 46618110 103
201611 46056263 103
201611 53955814 107
201611 96924187 130
201611 108904779 137
201611 111588015 138
201611 112147078 138
201611 111158085 138
201611 115828725 140
201611 118787383 142
201611 107789177 136
201611 133183907 149
201611 137099336 151
201611 140363393 153
201611 140866529 153
201611 142795043 154
201611 143983835 155
201611 145892001 156
201613 282222609 170
201613 312046672 189
201613 457805417 289
201613 488263832 311
201613 493402240 315
201613 499680357 319
201613 318030803 193
201613 317501804 193
201613 497457328 318
201613 521061196 335
201613 545040046 353
201613 545205053 353
201613 547680885 355
201613 553854806 360
201613 554462860 360
201613 556181103 362
201613 746574726 514
201613 760473079 526
201613 768076556 532
201613 773576541 537
201613 779810923 542
201613 800390020 560
201613 809214884 568
201625 398279255 257
201625 444368200 291
201625 444571440 291
201625 486527155 323
201625 506300397 338
201625 557637935 378
201625 563724981 383
201625 655912936 459
201625 699804775 497
201625 546665360 369
201625 547424517 370
201625 619273038 428
201625 635238236 442
201625 657551722 460
201625 953466652 732
201625 961962328 740
201625 962173584 740
201625 963373295 741
201625 973499649 749
201625 1006356204 777
201625 1019686416 788
201625 1030430101 798
201278 329031701 241
201278 339237328 248
201278 342938813 250
201278 343531488 251
201278 350166296 255
201278 350131635 255
201278 350710898 255
201278 696479527 508
201278 768356033 568
201278 768606614 568
201278 773052212 572
201278 773868449 573
201278 774495901 574
201278 777303884 576
201278 787030318 584
201278 795534979 592
201278 796420340 592
201278 795579593 592
201278 824850937 617
201278 829160007 621
201278 982699698 765
201278 991769212 774
201278 1006030221 788
201278 1007948108 790
201278 1013559357 794
201278 1559345006 1324
201278 1567545140 1334
201278 1569098125 1335
201278 1571817491 1338
201278 1583957336 1352
201278 1607582259 1379
201554 29164966 72
201554 32038643 74
201554 62052640 90
201554 61663181 90
201554 34216538 75
201554 44462892 80
201554 86481178 103
201554 98035827 109
201554 128745452 125
201554 88672687 104
201554 105993990 113
201554 115686860 118
201602 314854137 243
201602 367770529 276
201602 373866757 280
201602 393509857 292
201602 392845543 292
201602 560192809 405
201602 566825542 410
201602 586751091 424
201173 235643077 276
201173 237005455 277
201173 242323821 284
201173 246169534 289
201173 258470205 304
201613 375229599 232
201613 406155662 253
201613 405934808 253
201613 536169384 347
201613 575544209 376
201613 578532579 379
201613 593749110 390
201613 595505646 392
201613 381183740 236
201613 381008333 236
201613 560375585 365
201613 564472186 368
201613 603811901 398
201613 605583224 399
201613 606038348 400
201613 607963163 401
201613 615543409 407
201613 628463382 417
201613 826041863 582
201613 840565960 595
201613 841719826 596
201613 859791939 612
201625 658766848 461
201625 685857563 485
201625 734091143 527
201625 699389844 496
201625 722871319 517
201625 735125359 528
201625 771218823 560
201625 785377198 573
201625 813322125 598
201625 819216173 604
201625 818955420 604
201625 820176091 605
201625 822329169 607
201625 823698060 608
201625 950802099 729
201625 990777354 764
201625 1099927559 859
201625 1100564220 859
201625 1110888523 869
201278 360111488 262
201278 369246714 268
201278 371773272 269
201278 375755170 272
201278 382360838 276
201278 380250462 275
201278 385174543 278
201278 387357433 280
201278 389280091 281
201278 394703452 284
201278 410634749 295
201278 409919851 295
201278 697523832 509
201278 1127840683 892
201278 1193695730 952
201278 1205749188 963
201278 1213236339 971
201278 1214537163 972
201278 1224579193 981
201278 1226338107 983
201278 1229972531 986
201278 978107467 760
201278 984451041 766
201278 1082175635 852
201278 1083008994 853
201278 1096095903 864
201278 1098005510 866
201278 1104321252 872
201278 1105138673 872
201278 1110216857 877
201278 1113260497 879
201278 1615210836 1388
201278 1616751624 1390
201278 1617325271 1391
201278 1632449474 1408
201278 1634777913 1411
201278 1635371728 1412
201278 1646746421 1425
201278 1646431160 1425
201278 1664190575 1446
201278 1674684273 1458
201554 75787196 98
201554 81378177 100
201554 89926193 105
201554 92913509 106
201602 15986893 78
201602 17830837 79
201602 18980527 80
201602 20901729 81
201602 25404414 84
201602 52616027 98
201602 32851059 88
201602 354168720 267
201602 360276916 271
201602 371839658 279
201602 371758460 279
201602 398214842 295
201602 399971650 297
201602 420272963 310
201602 422963203 311
201613 2690340 2
201613 9369221 6
201613 16397213 10
201613 19596202 12
201613 21152562 13
201613 28369951 17
201613 29163950 17
201613 8247466 5
201613 7298929 5
201613 35593673 21
201613 73131516 42
201173 290413771 345
201173 295089906 351
201173 296638438 353
201173 308916138 370
201624 129078196 129
201624 137210670 133
201624 146805116 138
201624 146885680 138
201624 156422997 143
201624 174328655 153
201624 45000060 86
201624 57467842 92
201624 65203750 96
201624 68069687 97
201624 68409525 97
201624 74292512 100
201624 72668143 100
201624 79691110 103
201625 439701502 288
201625 452175887 297
201625 494791227 329
201625 497584111 331
201625 565504592 384
201625 569984515 388
201625 401228149 260
201625 404793000 262
201625 407441160 264
201625 435307521 285
201625 464994599 307
201625 475759840 315
201625 703818071 500
201625 871622312 653
201625 872675125 654
201625 900668827 680
201625 1061594816 825
201625 1066328831 829
201625 1065879650 829
201625 1083699896 844
201625 1087526201 848
201625 1087735768 848
201278 417025466 299
201278 419380053 301
201278 421885387 303
201278 427162702 306
201278 431817955 310
201278 434283047 311
201278 636530876 460
201278 638755709 462
201278 641044116 464
201278 642697499 465
201278 647111582 469
201278 649416012 470
201278 1250210074 1005
201278 1250751291 1006
201278 1255289488 1010
201278 1256411450 1011
201278 1257007656 1012
201278 1278311864 1032
201278 1290451369 1044
201278 1102474699 870
201278 1133884793 898
201278 1134881189 898
201278 1142986464 906
201278 1148936087 911
201278 1148431969 911
201278 1152012983 914
201278 1676648081 1461
201278 1685471235 1471
201278 1697067198 1485
201278 1701203521 1490
201278 1712904454 1505
201278 1719554091 1513
201602 47715196 95
201602 58510321 101
201602 84416205 114
201602 88811670 117
201602 89818026 117
201602 113455941 130
201602 116724566 131
201602 434323005 319
201602 489934248 356
201602 496084699 360
201602 495193988 360
201602 497300707 361
201602 510732547 370
201602 562070399 406
201602 595478675 431
201602 598607478 433
201602 598841704 433
201602 634672537 460
201613 41899083 24
201613 82938700 48
201613 119771867 69
201613 581947478 381
201613 876092859 627
201613 884789107 635
201613 885339457 635
201613 891649834 641
201613 574024547 375
201613 577287082 378
201613 615926297 408
201613 648612995 433
201613 650746855 435
201613 670703630 451
201613 675814049 455
201613 677988082 457
201613 679043942 458
201173 362443924 441
201173 364173567 443
201173 367313312 447
201173 371282262 453
201625 414595004 269
201625 1138797365 894
201625 1139599787 894
201625 1180419073 932
201625 1181555497 933
201625 1181738268 933
201625 1187232153 938
201625 1188247890 939
201625 1190008624 941
201625 720977667 515
201625 726686415 520
201625 729295590 522
201625 740430353 532
201625 750295323 541
201625 749890377 541
201625 751859147 542
201625 1073802124 836
201625 1097593012 857
201625 1161975966 915
201625 1164979103 917
201625 1165124135 918
201278 474444697 340
201278 475154437 340
201278 476223366 341
201278 475789750 341
201278 477419516 342
201278 479384890 343
201278 478664137 343
201278 486065005 348
201278 492291829 352
201278 493525368 353
201278 495434675 355
201278 507480725 363
201278 543448881 390
201278 547519943 393
201278 548374478 393
201278 940250759 724
201278 946849423 730
201278 948034640 731
201278 951696491 735
201278 954399965 737
201278 958811086 742
201278 963631526 746
201278 964748124 747
201278 2040809882 1950
201278 2042800886 1953
201278 2054535831 1971
201278 2054664477 1971
201278 2061546511 1982
201278 2070998251 1996
201278 2074069194 2001
201278 1833356390 1658
201278 1845006854 1674
201278 1847515999 1677
201278 1847769549 1677
201278 1853265212 1685
201278 1866798173 1703
201278 1874665180 1714
201278 1879693137 1720
201278 1885134115 1728
201278 1893478848 1739
201602 85391165 115
201602 110805463 128
201602 124630273 136
201602 132701552 140
201602 136914288 142
201602 140681567 144
201602 147590200 149
201602 149384080 150
201602 184457724 170
201602 453457543 332
201602 626351187 454
201602 631928089 458
201602 637065173 462
201602 637671051 462
201602 638613377 463
201602 640277697 464
201602 545721160 394
201602 547765440 396
201602 556064440 402
201602 585032980 423
201602 590457152 427
201602 593947664 430
201613 33829048 20
201613 62393134 36
201613 70834976 41
201613 78421612 45
201613 107430842 62
201613 110223742 63
201613 149868681 87
201613 216373650 128
201613 402821211 251
201613 706854925 481
201613 713794302 486
201613 719342377 491
201613 720283495 492
201613 729431079 499
201624 76015838 101
201624 75913352 101
201624 229501198 183
201624 231700207 184
201624 232826996 185
201624 235902478 187
201624 304084787 222
201624 326838317 234
201624 328184853 234
201278 348413217 254
201278 451019331 323
201278 465763973 333
201278 464687215 333
201278 465907944 334
201278 68900067 86
201625 652774191 456
201625 732176855 525
201625 763942834 553
201625 774699100 563
201625 791199264 578
201625 796728398 583
201625 808466665 594
201678 5026504 6
201678 8483484 10
201678 37140720 41
201678 41677380 46
201678 46580601 52
201678 47525842 53
201278 522976829 375
201278 525948626 377
201278 549319388 394
201278 528056479 378
201278 573801961 412
201278 576510685 414
201278 585030981 421
201278 585568745 421
201278 586382913 422
201278 587216082 422
201278 589987471 424
201278 712619626 522
201278 717056107 525
201278 719095816 527
201278 725316374 532
201278 740126911 544
201278 740052986 544
201278 751231237 554
201278 752945238 555
201278 752741866 555
201278 760671587 562
201278 764629957 565
201278 1296404170 1049
201278 1305656444 1058
201278 1306094908 1059
201278 1309793314 1062
201278 1328757941 1081
201278 1910369974 1762
201278 1911009502 1763
201278 1924645416 1782
201278 1936919201 1799
201278 1938424701 1801
201278 1938405162 1801
201278 1947506535 1814
201278 1962633646 1836
201602 284263943 226
201602 290109149 229
201602 294123378 231
201602 294247180 231
201602 296434991 232
201602 299587470 234
201602 309181533 240
201602 312188369 242
201602 336649401 257
201602 337482331 257
201602 344298299 261
201602 610310602 442
201602 755724651 554
201602 760875042 559
201602 774084370 569
201602 777165723 572
201602 787121871 580
201613 222916229 132
201613 232132525 137
201613 232411067 138
201613 239951661 142
201613 250395631 149
201613 250534278 149
201613 252966845 151
201613 260904353 156
201613 260657707 156
201613 469502033 298
201613 478024344 304
201613 557887786 363
201613 412610258 257
201613 411855279 257
201613 418767777 262
201613 434642286 273
201613 439441914 276
201613 450172507 284
201624 98606356 113
201624 106131484 117
201624 105493695 117
201624 108414351 118
201624 245198958 191
201624 287365242 213
201624 126146126 127
201624 278515491 208
201624 277822140 208
201625 713069162 508
201625 842543985 625
201625 843876138 627
201625 846084077 629
201625 846510510 629
201625 876303515 657
201625 875928672 657
201625 921399862 700
201625 929043274 708
201625 936018859 715
201678 51144260 57
201678 74598568 83
201678 79828357 89
201678 81977434 91
201678 94425956 105
201678 100729216 112
201173 13729272 16
201173 33755639 38
201173 38653258 43
201173 39416432 44
201278 757691318 559
201278 758559815 560
201278 892236685 679
201278 895619283 682
201278 898325901 684
201278 915594426 701
201278 917149733 702
201278 928792817 713
201278 928588893 713
201278 935472573 719
201278 1343456899 1096
201278 1365593703 1118
201278 1367900966 1120
201278 1390047658 1142
201278 1743837881 1543
201278 1744902386 1544
201278 1749171439 1550
201278 1759925656 1563
201278 1773014466 1580
201278 1772684094 1580
201602 604179186 437
201602 728915653 533
201602 747040359 547
201602 161782906 157
201602 161385362 157
201602 206917016 183
201602 208755417 184
201602 214797645 187
201602 215757076 188
201602 571570210 414
201602 743669760 545
201602 752339183 552
201602 752436107 552
201602 756412398 555
201602 803798332 594
201602 813197428 602
201602 814287142 603
201613 123301138 71
201613 143877539 83
201613 154873499 90
201613 183127470 107
201613 184681799 108
201613 327725402 199
201613 327458312 199
201613 327837045 199
201613 364686039 224
201613 430480622 270
201613 524131849 338
201613 635978925 423
201624 142141198 136
201624 143042944 136
201624 156841746 144
201624 161254546 146
201624 165269068 148
201624 166593366 149
201624 180445642 156
201624 189015413 161
201624 201532386 168
201624 181783794 157
201624 198893384 166
201624 207730239 171
201625 976472564 752
201625 978121021 753
201625 1004722014 776
201625 1051124955 816
201625 1051626988 816
201278 85031463 95
201278 116796689 114
201278 179115395 150
201278 100428275 104
201278 101712406 105
201278 104745824 107
201278 105638979 108
201278 108582908 109
201278 110558725 111
201278 149929816 134
201278 688779959 502
201278 691204680 504
201278 699030335 510
201278 726388895 533
201278 742228862 546
201278 742658153 547
201278 743000893 547
201173 57454286 65
201173 69672574 78
201173 70270560 79
201173 71571479 81
201173 83022231 94
201173 92147467 104
201278 1460351482 1216
201278 1468125063 1224
201278 1471298340 1227
201278 1475384845 1232
201278 1482316642 1239
201278 1485430503 1243
201278 1490106889 1248
201278 1736467743 1534
201278 1736993833 1534
201278 1794788609 1608
201278 1803512540 1619
201278 1807225189 1624
201278 1814958920 1634
201278 1820308267 1641
201278 1819974284 1641
201278 1829466167 1653
201278 1833899624 1659
201278 1842942542 1671
201278 1843473734 1672
201602 171294152 163
201602 172867822 164
201602 172814631 164
201602 179764423 168
201602 191693269 174
201602 202000807 180
201602 700569049 511
201602 521874164 378
201602 525760706 381
201602 591890254 428
201602 611558664 443
201602 665105967 483
201602 702747734 512
201602 738117175 540
201602 687594171 501
201602 790432607 583
201602 793163092 585
201602 795301303 587
201602 803040119 593
201602 804610766 595
201602 805052020 595
201613 275228612 165
201613 293861324 177
201613 315139364 191
201613 152565147 89
201613 159122194 93
201613 166483229 97
201613 177333677 104
201613 717321972 489
201613 743592572 511
201613 852260363 606
201613 863388983 616
201613 866087772 618
201613 877746595 629
201624 264142358 201
201624 309132835 224
201624 309755904 225
201624 297226842 218
201624 297636559 218
201624 320778700 230
201625 333717037 212
201625 334096451 212
201625 339047348 215
201625 432331923 282
201625 432470134 282
201625 432503940 283
201625 450983547 296
201625 450191122 296
201625 450173575 296
201625 483298323 320
201625 489708661 325
201625 764866857 554
201625 813623275 599
201625 825309046 609
201625 828645823 612
201625 837449584 621
201278 136393815 126
201278 268514559 203
201278 271365181 205
201278 279605754 210
201278 293658269 219
201278 301117523 224
201278 304791991 226
201278 137598766 127
201278 291203977 218
201278 308579611 228
201278 308099385 228
201278 1114450814 880
201278 1116488360 882
201278 1115663104 882
201278 1117092497 883
201278 805111903 600
201278 811003104 605
201278 819349718 613
201278 829645167 622
201278 836866153 628
201278 853169334 643
201278 858303368 648
201173 104545258 118
201173 147346932 168
201173 147987936 169
201173 148502960 170
201278 1973473689 1851
201278 1989052806 1874
201278 1996570719 1885
201278 1997942548 1887
201278 2006940499 1900
201278 2006841754 1900
201278 2014273863 1911
201278 2022417818 1923
201602 222912105 192
201602 223813338 192
201602 236354140 199
201602 238423366 200
201602 241433985 202
201602 257053243 210
201602 266823272 215
201602 267216372 216
201602 300460363 235
201602 398696189 296
201602 436797458 320
201602 465427497 339
201602 468766976 342
201602 472231923 344
201602 657898005 478
201602 660679074 480
201602 672459742 489
201602 686573496 500
201602 686549507 500
201602 819998857 607
201602 826577982 613
201602 832815980 618
201602 836144593 621
201602 846875452 630
201602 847284286 631
201613 359243737 221
201613 384263531 238
201613 190859559 112
201613 199748408 117
201613 296107637 179
201613 681232138 460
201613 686903048 464
201613 686389143 464
201613 692097236 468
201613 699088304 474
201613 708839368 482
201625 339402661 216
201625 350169902 223
201625 380864761 245
201625 424844065 277
201625 425525528 277
201625 522913458 351
201625 585465802 400
201625 592460576 406
201625 592180290 406
201729 287794303 191
201729 290629422 193
201729 293010576 194
201729 296387536 197
201729 303706530 202
201729 306502151 204
201729 307694976 205
201729 308823254 206
201729 308367010 206
201729 200560617 130
201729 211583478 137
201802 230812950 190
201802 261833741 208
201802 266764369 211
201802 283558781 220
201817 200637947 202
201817 205857805 207
201817 207277145 209
201817 208547620 210
201817 212762629 214
201817 213315211 215
201817 218291644 220
201817 225486290 228
201817 227091572 230
201824 342329459 406
201824 344352168 409
201824 346074761 411
201824 347698694 413
201824 361986535 432
201824 368245578 440
201824 372766908 446
201824 379496042 455
201824 380908735 457
201824 390867954 471
201824 397969100 480
202016 8165331 8
202016 13726769 12
202016 18357413 16
202016 18805431 16
202016 20088783 18
202016 28245962 24
202016 27455217 24
202016 31454859 27
202016 33900537 29
202016 315566217 281
202016 325200911 289
202016 325257379 289
202016 324482722 289
202016 338619407 301
202016 858991051 822
202016 870596630 836
202016 880946746 848
202016 883560447 851
202016 886648362 855
202016 891751052 861
202016 905217089 877
202044 125496639 126
202044 335274987 253
202044 360613163 270
202044 360995089 270
202044 374322879 279
202044 387219552 287
202044 388464596 288
202044 421087643 310
201669 29947842 16
201669 35089877 19
201669 35225249 19
202045 441507229 391
202045 454879109 403
202045 466401560 413
202045 471864365 418
202054 59549383 68
202054 64146647 74
202054 65937676 76
202054 71157579 82
202054 91017900 105
202054 99986665 116
202060 87422475 116
202060 115748079 132
202060 114369367 132
202060 115582775 132
202060 115839279 132
202060 127468189 139
202060 147323965 151
202060 300829865 247
202060 301347028 247
202060 302965573 249
202060 371899407 296
202060 375761310 299
202060 380329989 302
202060 384192116 305
202060 387371321 307
202060 403626311 319
202060 578819627 455
202060 584415700 459
202060 589569288 463
202060 591979984 465
202060 591038655 465
202060 601138623 473
202060 601024248 473
202060 607396865 479
202060 611632127 482
202060 614273202 484
202060 997970573 830
202060 1000730217 833
202060 1001738022 833
202060 1010135328 841
202060 1017917185 848
202060 1023943466 854
202060 1024311745 854
202060 1028759051 858
202060 1029056142 858
202060 1035180210 864
202075 33501516 21
202075 90445607 57
202075 93078455 58
202075 95624254 60
202075 98055293 61
202075 99691324 62
202075 100694570 63
202075 671072337 511
202075 300554537 202
202075 307253237 207
202075 309306019 208
202075 314126098 212
202075 568665963 419
202075 582627542 431
202075 584693375 433
202075 588119086 436
202075 590838875 438
202075 592810817 440
202075 603535383 449
201671 26076070 18
201671 30875600 21
201671 35281477 24
201671 46304078 31
201671 46703329 32
201671 50184846 34
202087 98761071 69
202087 101797858 71
202087 111809586 78
202087 123866814 86
202087 208118030 148
202087 209783907 150
202087 229325219 165
202087 230596278 166
202087 237768703 171
202087 238251936 172
202087 245499321 177
202087 774716906 639
202087 806698263 668
202087 823432595 683
202087 823130708 683
202087 842185670 701
202088 7557881 10
202088 19867125 24
202088 22801403 28
202088 30291855 36
201705 207777267 168
201705 213572607 171
201705 213789803 171
201705 235888582 184
201705 45250293 80
201705 43973892 80
201705 49290365 82
201705 51836765 84
201705 51866226 84
201705 63356069 89
201705 69422886 92
201718 23419653 63
201718 31531445 68
201718 67016451 86
201718 68785981 87
201718 74271613 90
201718 87891627 97
201718 90677375 99
201819 164017 1
201819 1952801 3
201819 6578458 8
201819 9766496 12
201819 15152919 18
201819 34073535 40
201819 34643279 40
201671 465624552 355
201671 465446136 355
201671 466607729 356
201671 472118285 360
201671 472497805 361
201671 477697768 365
201671 481533911 369
201671 482875268 370
201671 501540002 387
201671 503792953 389
201671 516039775 400
201671 793238401 655
201671 800222072 661
201671 801717845 663
201671 812269944 672
201671 815262774 675
201671 818987056 678
201679 303760610 381
201679 291804819 365
201679 296075330 370
201679 308984534 388
201679 309724906 389
201679 312059891 392
201679 312727132 393
201679 321138773 404
201679 322200677 406
201679 333480245 421
201679 336951744 426
201679 346422500 439
201679 369124874 471
201679 369209079 471
201707 19229320 13
201707 492845223 373
201707 806403823 657
201707 815741289 665
201707 822444562 671
201707 834496237 682
201707 835424663 683
201707 844860733 691
201707 844536417 691
201707 849044326 695
201707 196461493 136
201707 199531210 138
201707 199416788 138
201707 210613706 146
201707 211739887 147
201707 212958450 148
201707 214110960 149
201707 224274874 156
201658 222548515 123
201658 288463371 163
201658 290693563 165
201658 291688855 165
201658 298543116 169
201658 298333902 169
201658 304537449 173
201658 326553395 187
201707 927198775 765
201707 1040200631 872
201707 1057306317 889
201707 1069723509 901
201707 1069827200 901
201707 1089378446 921
201727 19224540 69
201727 22284138 71
201727 23515060 72
201727 30773805 76
201727 46649872 84
201727 59958237 91
201658 418635349 247
201658 424231950 251
201658 427389252 253
201658 458569616 275
201658 407383481 240
201658 411332798 242
201658 413001781 244
201729 236366121 154
201729 236585505 154
201729 250091534 164
201729 256087502 168
201729 259136014 170
201802 255586309 204
201802 289930928 224
201802 294528543 226
201802 349237858 259
201802 349425763 259
201802 374389607 273
201817 240298184 244
201817 241015969 245
202014 5697213 5
202014 8170907 9
202014 13534620 13
202014 17958424 20
202014 17516617 20
202014 29269212 28
202014 32263211 30
202016 11110774 10
202016 34223666 30
202016 39945864 34
202016 47562993 41
202016 56053320 48
202016 65159899 56
202016 65997974 57
202016 67186334 58
202016 353884498 314
202016 357678998 318
202016 357844471 318
202016 357717893 318
202016 361127044 321
202016 361640513 321
202016 361153641 321
202016 366652997 326
202016 395357723 351
202016 597347465 542
202016 602004074 547
202016 604732440 549
202016 616198348 561
202016 618237652 563
202016 619289652 564
202016 622612229 567
202016 627341425 572
202016 636678294 582
202044 614574381 451
202044 524010559 383
202044 599511466 439
202044 609757907 447
202044 609953371 448
202044 625076414 459
202044 616528630 453
202044 620277466 455
202044 621640446 457
202044 629739203 463
202044 629421194 463
202044 450008308 330
202044 458735751 336
202044 457966017 336
202044 459160873 337
202044 461270326 338
201657 26169813 77
201657 29114799 79
201657 30090907 79
201657 31158400 80
201657 30460033 80
201657 37473521 83
201657 43251495 86
201657 73682258 103
201657 56105442 93
202045 470388110 416
202045 481056541 426
202045 507747108 450
202045 521786079 462
202045 522862898 463
202045 523408581 464
202054 173060298 206
202054 182234131 217
202054 186735753 223
202054 195355590 234
202054 199028643 238
202054 224286056 270
202060 172031038 166
202060 187343172 175
202060 477556753 374
202060 478172074 374
202060 482189854 377
202060 498264587 390
202060 501640953 392
202060 515678357 403
202060 617605140 487
202060 626794568 495
202060 644764453 510
202060 659013424 522
202060 1045129567 873
202060 1049483919 877
202060 1088846136 914
202060 1095519938 920
202075 57823010 36
202075 59385264 37
202075 62218449 39
202075 67481264 42
202075 70777988 44
202075 71048831 44
202075 73954157 46
202075 73726634 46
202075 75840673 47
202075 75327595 47
202075 80363476 50
202075 648953720 491
202075 653052286 494
202075 661658709 502
202075 668454232 509
202075 675403809 516
202075 678538844 519
202075 610871171 456
202075 621119831 465
202075 630391636 473
202075 632299068 475
202075 642968788 485
202084 149442402 160
202084 154513368 163
202084 156288062 164
202084 164685273 169
202084 165469556 169
201671 64374765 43
201671 76725766 52
201671 78310468 53
201671 77708789 53
201671 85107426 58
202087 247812326 179
202087 249396996 180
202087 256639722 186
202087 259604076 189
202087 270429090 197
202087 271068069 198
202087 634572825 518
